slug,title,category,internal_link_score,affiliate_relevance_score,revenue_opportunity,user_intent_match,tofu_mofu_bofu,overall_verdict,article_issues,notes
poikatsu-ranking-hanteikijun,ポイ活でおすすめランキングを見る前に!順位より大切な判断基準,pointsite,15,25,MEDIUM,88,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,ランキング比較の直前に読まれる可能性が高い記事だが、実際のポイントサイト個別記事への内部リンクがなく比較→個別の導線が途切れている。
poikatsu-senyou-mail-hitsuyou,ポイ活専用メールアドレスは必要?登録管理をラクにする考え方,pointsite,20,100,NONE,82,TOFU,REVIEW,NO_AFFILIATE_NEEDED,運用ノウハウの情報記事でCTA不要は妥当。ただし本文からの内部リンクが0件で関連記事への導線がない。
poikatsu-taikai-mae-kakunin,ポイ活サービスを退会する前に確認すること!ポイント失効を防ぐ手順,pointsite,60,100,NONE,85,TOFU,FIX_LOW,NO_AFFILIATE_NEEDED;ORPHAN_CANDIDATE,有効期限管理・履歴確認への内部リンク2件は関連性が高く良好。ただし自身への被リンクが0件で発見されにくい。
poikatsu-tsukarenai-kotsu,ポイ活で疲れないコツ!キャンペーン追いすぎを防ぐシンプル運用,pointsite,15,100,NONE,80,TOFU,FIX_LOW,NO_AFFILIATE_NEEDED;ORPHAN_CANDIDATE,内部リンク0件、被リンクも0件で完全に孤立した記事。
poikatsu-yasumu-kijun,ポイ活を休む判断基準とは?疲れた時に手放していい作業を解説,pointsite,15,100,NONE,80,TOFU,FIX_LOW,NO_AFFILIATE_NEEDED;ORPHAN_CANDIDATE,poikatsu-tsukarenai-kotsuと近いテーマだが相互リンクがなく孤立している。
poikatsu-yattehaikenai-koto,ポイ活でやってはいけないこと!規約違反・不正利用・危険な案件に注意,pointsite,15,100,NONE,85,TOFU,FIX_LOW,NO_AFFILIATE_NEEDED;ORPHAN_CANDIDATE,poikatsu-kojinjouhou-mamoruやpointsite-kyakka-genin等、関連度の高い注意喚起記事への内部リンクがない。
poikatsu-yuusenjyuni,ポイ活の優先順位を決める方法!時間効率の良い案件と買い物の選び方,pointsite,15,25,MEDIUM,83,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,高還元案件の注意点に触れているのにpointsite-kougaku-ankenへの内部リンクがなく、具体的サービスへの導線もない。
point-museum-poikatsu,ポイントミュージアムとは?安全性・交換条件・特徴をわかりやすく解説,pointsite,55,95,NONE,92,BOFU,KEEP,,被リンク72件の主要ハブ記事。自己参照アフィリエイトCTAは適切で開示表記もあり。ただし内部リンクが同一記事への重複のみで多様性に欠ける。
point-rireki-mikata,ポイント履歴の見方を解説!獲得・利用・失効を確認する手順,pointsite,20,100,NONE,85,TOFU,REVIEW,NO_AFFILIATE_NEEDED,point-shuushihyou-tsukurikata(収支表の作り方)と関連性が高いテーマだが内部リンクがない。
point-shuushihyou-tsukurikata,ポイント収支表の作り方!貯める・使う・失効を見える化する方法,pointsite,15,100,NONE,83,TOFU,FIX_LOW,NO_AFFILIATE_NEEDED;ORPHAN_CANDIDATE,point-rireki-mikataと相互に関連性が高いが双方向リンクがなく、被リンクも0件。
point-toiawase-junbi,ポイント問い合わせの準備方法!必要情報をそろえてスムーズに確認する,pointsite,20,100,NONE,84,TOFU,REVIEW,NO_AFFILIATE_NEEDED,pointsite-kyakka-geninから被リンクがあり発見性は良好だが、自身の内部リンクは0件。
pointincome-poikatsu,ポイントインカムとは?アプリでも貯まるポイントサイトの特徴を解説,pointsite,30,95,NONE,90,BOFU,REVIEW,,被リンク72件の主要ハブ記事。自己参照CTAは適切だが、姉妹記事pointincome-tsukaikataへの内部リンクがなくシリーズ内回遊が弱い。
pointincome-tsukaikata,ポイントインカムの特徴とは?買い物・ゲーム・案件を使い分ける方法,pointsite,25,90,NONE,88,BOFU,FIX_LOW,ORPHAN_CANDIDATE,被リンク0件でpointincome-poikatsuへの内部リンクもなく孤立気味。CTA自体は自己参照で適切。
pointsite-kougaku-anken,ポイントサイトの高額案件を見る前に!口座開設・カード案件の注意点,pointsite,15,25,MEDIUM,86,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM,高額案件への注意喚起記事で、信頼できるポイントサイトへの案内・CTAがあれば自然な導線になる。
pointsite-kyakka-genin,ポイントサイトで却下される原因は?承認条件の読み方を初心者向けに解説,pointsite,70,100,NONE,90,TOFU,KEEP,,内部リンク10件と充実し、CTAなしも情報提供記事として妥当。FAQ内の主要ポイントサイト単語アンカー7件はやや機械的で関連度3程度にとどまる。
roadmap,ポイ活初心者向けロードマップ!登録から初回ポイント獲得までの流れ,pointsite,10,10,HIGH,88,MOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH;ORPHAN_CANDIDATE,登録〜初回ポイント獲得という最重要のコンバージョン導線記事にもかかわらず内部リンク・CTAが皆無で、被リンクも0件。最優先で改善すべき。
ryokou-zuki-poikatsu-keikaku,旅行好きのポイ活計画!普段の買い物を旅費に近づける考え方,pointsite,15,25,MEDIUM,82,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,マイル交換に強いポイントサイトへの言及・CTAがあれば自然だが現状は内部リンク・CTAともになし。
screenshot-hozon-poikatsu-miss,スクリーンショット保存でポイ活ミスを減らす方法!残すべき画面を解説,pointsite,15,100,NONE,80,TOFU,FIX_LOW,NO_AFFILIATE_NEEDED;ORPHAN_CANDIDATE,point-toiawase-junbiやpointsite-kyakka-geninとの関連性が高いが内部リンクがなく孤立している。
senior-poikatsu,シニア向けポイ活入門!スマホが苦手でも始めやすいポイント活用,pointsite,15,25,MEDIUM,83,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,シニア層向け入門記事だが、始めやすい具体的サービスへの内部リンク・CTAがない。
setsuyaku-nigate-poikatsu-nyumon,節約が苦手な人のポイ活入門!頑張らずに支出を見える化する方法,pointsite,15,25,MEDIUM,83,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,節約苦手層向け入門記事だが具体的サービス紹介・CTAがない。
shippai-shinai-hajimekata,ポイ活で失敗しない始め方!初心者がやりがちな勘違いを解説,pointsite,15,25,MEDIUM,87,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,登録直前層に近い内容にもかかわらずCTA・内部リンクがない。roadmapと合わせて優先対応候補。
shiryouseikyuu-anken-poikatsu,資料請求案件でポイ活する方法!申し込み前に確認したい注意点,pointsite,20,100,NONE,84,TOFU,REVIEW,NO_AFFILIATE_NEEDED,hoken-soudan-anken-poikatsuから被リンクがあり発見性は良好。pointsite-kyakka-geninへの内部リンクがあるとさらに良い。
shufu-shufu-poikatsu,主婦・主夫におすすめのポイ活!日用品とスーパーで無理なく節約,pointsite,15,25,MEDIUM,82,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,主婦・主夫向け入門記事だが具体的サービスへの導線がない。
subscription-trial-poikatsu,サブスク無料トライアル案件のポイ活!解約忘れを防ぐ管理方法,pointsite,15,100,NONE,83,TOFU,FIX_LOW,NO_AFFILIATE_NEEDED;ORPHAN_CANDIDATE,注意喚起記事としてCTAなしは妥当だが孤立しており内部リンクもない。
tanshinfunin-poikatsu,単身赴任中のポイ活術!二重生活の支出をポイントで軽くする方法,pointsite,15,25,MEDIUM,81,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,単身赴任者向け入門記事だが具体的サービス紹介・CTAがない。
tomobataraki-katei-poikatsu,共働き家庭のポイ活術!忙しくても続く支払い管理と役割分担,pointsite,15,25,MEDIUM,81,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,共働き家庭向け入門記事だが具体的サービス紹介・CTAがない。
toshibu-zaijuu-poikatsu,都市部在住者のポイ活術!店舗・交通・外食を使い分ける方法,pointsite,15,25,MEDIUM,81,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,都市部在住者向け入門記事だが具体的サービス紹介・CTAがない。
tsukihatsu-tsukimatsu-poikatsu-routine,月初・月末のポイ活ルーティン|ポイント失効・キャンペーンを10分で確認,pointsite,60,100,NONE,88,TOFU,FIX_LOW,NO_AFFILIATE_NEEDED;ORPHAN_CANDIDATE,shoppingカテゴリ記事への内部リンク2件は関連性が高く良好だが、被リンくが0件で発見されにくい。
tsukiikura-setsuyaku,ポイ活で月いくら節約できる?目安金額と現実的な稼ぎ方,pointsite,15,25,MEDIUM,84,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM;ORPHAN_CANDIDATE,現実的な稼ぎ方を解説する内容だが、実際のサービス紹介・CTAがなく機会損失。
warau-poikatsu,ワラウとは?老舗ポイントサイトの貯め方・交換方法をわかりやすく解説,pointsite,30,95,NONE,90,BOFU,REVIEW,,被リンク72件の主要ハブ記事。自己参照CTAは適切だが、姉妹記事warau-tsukaikataへの内部リンクがなくシリーズ内回遊が弱い。
warau-tsukaikata,ワラウでできるポイ活とは?遊びながら貯める前に知りたい基本,pointsite,25,90,NONE,87,BOFU,FIX_LOW,ORPHAN_CANDIDATE,被リンク0件でwarau-poikatsuへの内部リンクもなく孤立気味。CTA自体は自己参照で適切。
yosekatsu,ポイ活の新常識!ポイントを分散せず効率よく貯める「寄せ活」の始め方,pointsite,25,25,MEDIUM,88,MOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM,キャリア比較記事群(8件)から被リンクされる重要な概念記事だが、寄せ先候補となる具体的ポイントサイトへの内部リンク・CTAがない。
aeoncompass-travelmall-poikatsu,イオンコンパストラベルモール(レンタカー予約)とは?WAON POINTを貯める方法,campaign,20,95,NONE,90,BOFU,KEEP,-,本文内リンクは無く単体サービス紹介+CTAで完結する構成。CTA(レンタカー予約)の関連性は高く収益面は良好。被リンクは28件と豊富。
aeoncompass-travelmall-yado-poikatsu,イオンコンパストラベルモール(宿泊予約)とは?WAON POINTが貯まる予約サービス,campaign,20,95,NONE,90,BOFU,KEEP,-,本文内リンクは無く単体サービス紹介+CTAで完結する構成。CTA(宿泊予約)の関連性は高く収益面は良好。被リンクは28件と豊富。
airtrip-poikatsu,エアトリポイントの使い道は?貯め方・有効期限をわかりやすく解説,campaign,55,95,NONE,90,BOFU,KEEP,-,本文リンクはairtrip-tsukaikataへ2箇所(同一ページ内で重複)。CTA関連性も高く収益面は良好。
airtrip-tsukaikata,エアトリで旅行予約ポイ活!航空券購入前に見るべき費用とポイント,campaign,50,95,NONE,85,BOFU,REVIEW,ANCHOR_TITLE_MISMATCH,airtrip-poikatsuへのリンクのアンカーテキストが旧タイトルのままで現行タイトルと不一致。リンク先自体の関連性・CTA関連性は高い。
ame-heijitsu-campaign-poikatsu,雨の日・平日限定キャンペーンのポイ活術!条件を見落とさないコツ,campaign,10,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,本文内リンク・CTAともに0件、被リンクも0件の孤立記事。特定サービスに紐付かない一般的なポイ活術記事のためアフィリエイト自体は不要だが、関連する旅行・キャンペーン記事群への内部リンク追加が望ましい。
black-friday-poikatsu,ブラックフライデーで失敗しないポイ活!買うものリストと上限確認の基本,campaign,10,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,本文内リンク・CTAともに0件、被リンクも0件。特定ECサービスへの言及があれば関連記事への内部リンク追加が望ましい。
bonus-tsuki-poikatsu-keikaku,ボーナス月のポイ活計画!大きな買い物で損しない予算管理,campaign,10,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,予算管理という一般的なテーマで特定サービスへの誘導は不要。内部リンク・被リンクともに0件のため関連記事へのリンク追加が望ましい。
fukubukuro-hatsuuri-poikatsu,福袋・初売りでポイ活する方法!お得に見えて損しない選び方,campaign,10,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,本文内リンク・CTAともに0件、被リンクも0件。一般的な選び方解説のためCTA不要だが内部リンク追加の余地あり。
fuyujitaku-poikatsu,冬支度のポイ活術!暖房家電・防寒用品をお得に準備する方法,campaign,10,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,本文内リンク・CTAともに0件、被リンクも0件。特定店舗への誘導が無いためCTA不要だが内部リンク追加の余地あり。
ikkyu-poikatsu,一休.comでお得に予約する考え方!高級宿・レストラン利用時のポイント,campaign,10,15,HIGH,85,BOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH;ORPHAN_CANDIDATE,一休.comという特定サービスを扱う記事にもかかわらずアフィリエイトCTAが皆無、被リンクも0件。じゃらんnet・Yahoo!トラベル等の同カテゴリ記事と同様にCTA設置を優先すべき。
jalan-net-poikatsu,じゃらんnetとは?宿・ホテル予約でポイントが貯まる仕組みを解説,campaign,20,95,NONE,90,BOFU,KEEP,-,被リンク45件と非常に強いハブ記事。CTA関連性も高い。本文内リンクは無いが単体サービス紹介ページとして自然な構成。
jalan-tsukaikata,じゃらんでポイ活する方法!宿泊・遊び体験予約でポイントを貯めるコツ,campaign,20,95,NONE,85,BOFU,REVIEW,WEAK_INTERNAL_LINKING,airtrip-poikatsu⇔airtrip-tsukaikataのような相互リンクがjalan-net-poikatsuとの間に存在せず、被リンクはわずか2件。じゃらんnetの本文からじゃらんの使い方記事への導線追加を推奨。
jcb-airmacau-campaign-2026,JCB×マカオ航空キャンペーン!日本発マカオ行き航空券が8%OFF【2026年9〜10月】,campaign,65,45,MEDIUM,90,BOFU,REVIEW,CTA_OVERUSE;AFFILIATE_OPPORTUNITY_MEDIUM,同一の公式外部リンクを3箇所に設置(許容範囲内だが整理の余地あり)。マカオ航空券割引にはJCBカード保有が前提のため、JCBカードのアフィリエイトCTA追加を検討する余地がある。
kakuyasu-sim-norikae-poikatsu,格安SIM乗り換えでポイ活する方法!通信費を下げながら得する流れ,campaign,65,15,HIGH,85,MOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH;ORPHAN_CANDIDATE,本文内リンク7件と充実しているがCTAが1件も無い。格安SIM乗り換え(ahamo・楽天モバイル等)という明確な商業意図があるためCTA追加の優先度が高い。被リンクも0件。
kessan-sale-poikatsu,決算セールでポイ活する方法!家電・日用品をお得に買う判断基準,campaign,10,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,家電量販店の決算セール全般を扱う一般記事。特定店舗への誘導が無いためCTA不要だが、内部リンク・被リンクともに0件で改善余地あり。
natsuyasumi-poikatsu-junbi,夏休み前のポイ活準備!旅行・レジャー・日用品を計画的に買う方法,campaign,10,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,本文内リンク・CTAともに0件、被リンクも0件。夏休み前準備の一般解説記事で個別サービスへの誘導が無い。
nenmatsunenshi-poikatsu,年末年始のポイ活術!帰省・おせち・初売りで使える節約ポイント,campaign,10,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,本文内リンク・CTAともに0件、被リンクも0件。年末年始の節約術という一般記事。
paypay-campaign-katsuyo,PayPayでポイントを効率よく貯める方法!キャンペーン活用の基本,campaign,20,70,NONE,85,MOFU,REVIEW,-,被リンクは3件あるが本文からの発リンクが0件。paypay-point-kiso・paypay-jichitai-campaign-2026等への内部リンク追加でトピッククラスターを強化できる。
paypay-jichitai-campaign-2026,【2026年10月〜】PayPay自治体キャンペーンまとめ!都城市・宮古島市の還元率・上限を解説,campaign,70,75,NONE,90,BOFU,KEEP,-,自治体キャンペーンのため公式サイトへの直接リンク(非アフィリエイト)が適切。本文内リンクも関連性が高い。
poikatsu-campaign-shippai-boushi,ポイ活キャンペーンで失敗しない方法!エントリー忘れと上限に注意,campaign,10,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,キャンペーン失敗防止の一般的な注意記事。内部リンク・被リンクともに0件のため、個別キャンペーン記事群からの内部リンク追加が望ましい。
rakuten-travel-supersale-entry-coupon,楽天トラベルスーパーSALE攻略|エントリー条件とクーポン併用ルール,campaign,75,20,HIGH,90,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_HIGH,本文内リンク8件と非常に充実しているにもかかわらずCTAが0件。楽天トラベルのセール情報という強い商業意図があるため、楽天トラベル関連のアフィリエイトCTA追加を推奨。
rakuten-travel-supersale-poikatsu,楽天トラベルスーパーセールで失敗しないポイ活!予約前チェックリスト,campaign,55,20,HIGH,90,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_HIGH,楽天トラベルスーパーSALEの予約前チェックリスト記事だがCTAが無い。関連記事(rakuten-travel-supersale-entry-coupon)と合わせてCTA設置を検討。
sumaho-kessai-campaign-mikata,スマホ決済キャンペーンの見方!エントリー・上限・対象店舗を確認しよう,campaign,10,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,スマホ決済キャンペーンの読み方という一般的な解説記事。PayPay関連記事群への内部リンク追加が望ましい。
tanjoubi-tokuten-poikatsu,誕生日特典を活用したポイ活!会員登録前に確認したい注意点,campaign,10,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,誕生日特典全般の注意記事。特定サービスへの誘導が無いためCTA不要だが内部リンク・被リンクともに0件で改善余地あり。
travelist-kaigai-poikatsu,トラベリスト(海外航空券)とは?IATA認可代理店の予約サービスを解説,campaign,20,95,NONE,90,BOFU,KEEP,-,被リンク28件のハブ記事。CTA関連性も高く収益面は良好。
travelist-poikatsu,トラベリストとは?発券方法・ポイント還元・手数料をわかりやすく解説,campaign,45,95,NONE,90,BOFU,REVIEW,VAGUE_ANCHOR,travelist-kaigai-poikatsuへのアンカーテキストが「〜はこちら」で曖昧。CTA自体の関連性は高い。
yahoo-travel-poikatsu,Yahoo!トラベルとは?PayPayポイントが貯まる・使える宿泊予約サービス,campaign,20,95,NONE,90,BOFU,KEEP,-,被リンク34件と最も強いハブ記事の一つ。CTA関連性も高い。
yahoo-travel-tsukaikata,Yahoo!トラベルでポイントを活用する方法!宿泊予約前の確認ポイント,campaign,55,95,NONE,85,BOFU,KEEP,-,yahoo-travel-poikatsuへの関連性の高いリンクとCTAを保持。
yahoo-travel-ultrasale-poikatsu,Yahoo!トラベル「ウルトラセール」とは?最大3万円クーポン・PayPayポイント特典を解説,campaign,80,90,NONE,90,BOFU,FIX_MEDIUM,ORPHAN_CANDIDATE;CTA_OVERUSE,本文内リンク4件・CTA関連性も高く内容自体は良好だが、被リンくが0件で他記事からの導線が無い。yahoo-travel-poikatsu等からこの記事への内部リンク追加を推奨。同一CTAを3箇所設置(許容範囲内)。
dmm-kabu-poikatsu,DMM株とは?少額投資・低手数料が魅力の株式投資アプリを解説,kouza,20,95,NONE,90,BOFU,KEEP,-,単体サービス紹介記事としてCTA関連性は高い。被リンク7件。
docomo-ginkou-dpoint-poikatsu,ドコモの銀行でdポイントを貯める方法|dアカウント連携・還元条件,kouza,55,15,HIGH,85,BOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH;LINK_FORMAT_INCONSISTENT,銀行口座開設という明確な商業意図がある記事だがCTAが皆無。比較記事(point-tamaru-ginkou-hikaku)からもリンクされているため優先度が高い。dpoint-dharai-tamekataへのリンクhrefが相対パス形式で他記事と不統一。
fx-kouza-anken-poikatsu,FX口座案件のポイ活は注意が必要?高還元に飛びつく前の確認点,kouza,15,75,NONE,85,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,FX口座案件のリスク啓発記事。注意喚起記事のためCTA不要は適切だが、内部リンク・被リンクともに0件で他の口座案件記事群と孤立している。
ginkou-kouza-poikatsu,銀行口座のポイ活とは?給与受取・口座振替で貯める基本,kouza,15,70,NONE,80,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,銀行口座ポイ活の一般解説記事。同バッチ内のdocomo-ginkou-dpoint-poikatsu・point-tamaru-ginkou-hikaku・rakuten-ginkou-happy-programへの導線が無く、内部リンク追加の余地が大きい。
kasoshisan-kouza-anken-poikatsu,暗号資産口座案件でポイ活する時の注意点!口座開設前に見るべき条件,kouza,15,75,NONE,85,TOFU,FIX_LOW,ORPHAN_CANDIDATE;NO_AFFILIATE_NEEDED,暗号資産口座案件の注意喚起記事。CTA不要は適切だが内部リンク・被リンクともに0件。
matsui-shouken-ideco-poikatsu,松井証券のiDeCoとは?手数料0円・低コスト商品の特徴を解説,kouza,20,95,NONE,90,BOFU,KEEP,-,CTA関連性が高く収益面は良好。被リンク8件。
monex-shouken-toha,マネックス証券とは?特徴とポイントの貯め方をわかりやすく解説,kouza,50,95,NONE,90,BOFU,KEEP,-,比較記事へのリンクとCTAともに関連性が高い。
net-ginkou-poikatsu,ネット銀行を使ったポイ活術!振込・ATM・残高条件の見方,kouza,60,70,LOW,85,MOFU,KEEP,-,個別銀行記事(docomo-ginkou-dpoint-poikatsu、point-tamaru-ginkou-hikaku)への関連性の高い導線があるハブ的記事。CTAは無いが個別記事への誘導という役割分担として適切。
paypaysec-shouken-toha,PayPay証券とは?特徴とポイントの貯め方をわかりやすく解説,kouza,50,40,MEDIUM,90,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM,CTAが非アフィリエイトの公式直リンク。同カテゴリの他記事(DMM株・松井証券・楽天証券)はASP経由のアフィリエイトリンクを使用しており、PayPay証券のASPプログラム有無の確認を推奨。
point-tamaru-ginkou-hikaku,ポイントが貯まる銀行を比較!d・楽天・V・Ponta・PayPay系の選び方,kouza,80,65,MEDIUM,90,MOFU,REVIEW,-,比較ハブ記事として内部リンク4件はいずれも関連性が高く優良。ただしリンク先のdocomo-ginkou-dpoint-poikatsuとrakuten-ginkou-happy-programにCTAが無く、送客先で収益化されていない点が構造的な課題。
rakuten-ginkou-happy-program,楽天銀行ハッピープログラムの基本!銀行取引で楽天ポイントを貯める方法,kouza,85,15,HIGH,85,BOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH,本文内リンク6件と非常に充実しているが、楽天銀行という特定サービスを扱いながらCTAが皆無。比較記事からの被リンクもあるため優先的にCTA追加を検討。
rakuten-shouken-toha,楽天証券とは?特徴とポイントの貯め方をわかりやすく解説,kouza,50,95,NONE,90,BOFU,KEEP,-,CTA(TrafficGate)関連性が高く収益面は良好。
sbisec-shouken-toha,SBI証券とは?特徴とポイントの貯め方をわかりやすく解説,kouza,50,40,MEDIUM,90,BOFU,FIX_MEDIUM,AFFILIATE_OPPORTUNITY_MEDIUM,CTAが非アフィリエイトの公式直リンク。他の証券記事同様にASPアフィリエイトプログラムへの差し替えを検討。
shouken-kouza-anken-poikatsu,証券口座開設案件でポイ活する方法!投資前提で注意したい基本,kouza,55,40,NONE,85,MOFU,FIX_MEDIUM,MONETIZATION_MISMATCH;ORPHAN_CANDIDATE,本文では松井証券・DMM株を証券口座案件の例として挙げているが、CTAは無関係のマネックス証券(TCS-ASP)に誘導しており不一致。被リンクも0件。
ahamo-hikari-poikatsu,ahamo光とは?料金・dポイント特典・工事費無料の条件を解説,seikatsu,25,96,NONE,90,BOFU,REVIEW,LOW_BODY_LINKS,自社サービスへのアフィリエイトCTA(A8.net)2箇所は関連性が高く適切。本文内に他記事への内部リンクがなく、光回線比較やdポイント関連記事への導線がない点が惜しい。
ahamo-toha,ahamoとは?月額料金とdポイントの貯め方をわかりやすく解説,seikatsu,20,92,NONE,88,BOFU,REVIEW,LOW_BODY_LINKS,ahamo単体の解説記事。ドコモアフィリエイトCTAは適切。本文リンクがゼロで、格安SIM乗り換え記事等への相互リンクが弱い。
ana-hikari-poikatsu,ANAマイルが貯まる光回線が登場!「ANA光 powered by SoftBank」を徹底解説,seikatsu,10,25,HIGH,85,BOFU,FIX_HIGH,AFFILIATE_OPPORTUNITY_HIGH;ORPHAN_CANDIDATE,ANA公式サイトへの直リンクのみでアフィリエイト化されておらず、同カテゴリの光回線記事(auひかり・BIGLOBE光等)がASP経由で収益化されているのと対照的。inboundCountも0で他記事からのリンクが一切ない孤立記事。PR表記(hasDisclosure)も現状false。ASP案件の有無を確認しアフィリエイト化、内部リンクの追加、案件化した場合はPR表記の追加が必要。
anshin-security-toha,あんしんセキュリティとは?月額料金と機能をわかりやすく解説,seikatsu,10,92,NONE,86,BOFU,FIX_LOW,ORPHAN_CANDIDATE,ドコモアフィリエイトCTAは適切だが、inboundCount0で他記事から一切リンクされていない孤立記事。光回線・dポイント関連記事の関連リンクセクションへの追加を推奨。
auhikari-poikatsu,auひかりとは?NEXT経由の申込みでキャッシュバックが早いって本当?,seikatsu,10,96,NONE,88,BOFU,FIX_LOW,ORPHAN_CANDIDATE,A8.net経由のCTA(2箇所)は自社サービスへの適切なリンク。inboundCount0で孤立しており、他の光回線記事(BIGLOBE光等)から相互参照されていない。
aupay-furusato-poikatsu,au PAYふるさと納税のPontaポイントは貯まる?2025年10月の変更を解説,seikatsu,78,96,NONE,92,BOFU,KEEP,,本文リンク3件(Pontaポイントの使い方・au/UQ記事・ふるさと納税記事)いずれも関連性が高く、CTAも自社案件で適切。inboundCountも16と良好で内部リンク構造として模範的な記事。
biglobe-hikari-poikatsu,BIGLOBE光とは?フレッツ光の設備を使った高速・格安光回線を解説,seikatsu,30,96,NONE,88,BOFU,KEEP,LOW_BODY_LINKS,inboundCount34と非常に多くの記事からリンクされるハブ記事。CTA(A8.net)も適切。ただし本文内からの能動的なリンク(plainBodyLinks)がゼロで、関連する光回線・セット割記事への案内が本文中にない。
busnoru-poikatsu,バスのるとは?高速バス予約と「バスのるポイント」を解説,seikatsu,10,90,NONE,84,BOFU,FIX_LOW,ORPHAN_CANDIDATE,ACCESSTRADE経由のCTAは適切。inboundCount0で孤立記事。旅行・交通系の関連記事があれば相互リンクを追加したい。
d-value-pass-poikatsu,dバリューパスとは?初月無料で壁紙・待受が使い放題のサブスク,seikatsu,22,96,NONE,85,BOFU,REVIEW,LOW_BODY_LINKS,A8.netのCTA2箇所は適切。本文リンクはゼロだが、inboundCount5でdポイント関連記事から一定数リンクされている。
dcarshare-toha,dカーシェアとは?特徴とdポイントの貯め方をわかりやすく解説,seikatsu,10,92,NONE,84,BOFU,FIX_LOW,ORPHAN_CANDIDATE,ドコモアフィリエイトCTAは適切。inboundCount0で孤立記事。
dhealthcare-toha,dヘルスケアとは?歩数・体重記録でdポイントが貯まる仕組みを解説,seikatsu,10,92,NONE,85,BOFU,FIX_LOW,ORPHAN_CANDIDATE,ドコモアフィリエイトCTAは適切。inboundCount0で孤立記事。
dhits-toha,dヒッツとは?月額300円からの音楽聴き放題サービスを解説,seikatsu,10,90,NONE,84,BOFU,FIX_LOW,ORPHAN_CANDIDATE,ドコモアフィリエイトCTAは適切。inboundCount0で孤立記事。
dmagazine-toha,dマガジンとは?月額料金と読める雑誌数をわかりやすく解説,seikatsu,10,92,NONE,86,BOFU,FIX_LOW,ORPHAN_CANDIDATE,ドコモアフィリエイトCTAは適切。inboundCount0で孤立記事。
dmmbooks-toha,DMMブックスとは?特徴とポイントの貯め方をわかりやすく解説,seikatsu,48,90,NONE,85,BOFU,KEEP,,電子書籍ポイ活の比較記事から1件本文リンクを受けており(関連性4)、CTA(A8.net)も適切。inboundCountは1とやや少ないが致命的ではない。
